Timestamp,Where do you currently reside? (Select one),What is your age group? (Select one),What is your current employment status? (Select one),  What is your primary source of income?  ,What is your monthly income range (in KES)? (Select one),Do you currently have access to financial advisory services? (Select one),How would you rate your financial literacy? (Linear scale: 1-5),What are your primary financial goals? (Select all that apply),What challenges do you face in achieving your financial goals? (Select all that apply),How often do you seek financial advice? (Select one),Which financial advisory services have you used before?  ,Would you consider using an AI-powered chatbot for financial advice? (Select one),Which chatbot features would be most useful to you? (Select all that apply),What would make you trust an AI-powered financial advisory chatbot? (Select all that apply),How comfortable are you with using digital platforms for financial planning? (Select one),What concerns would you have about using a financial chatbot?  ,What additional features or support would you like from a financial advisory chatbot? (Open-ended question),Any other comments or suggestions? (Open-ended question)
3/1/2025 9:14,Nairobi,25-40 years,Unemployed,Family Support,"50,001-100,000",No,3,"Retirement planning, Investment opportunities, Managing debt",Lack of trust in financial advisors,Frequently (Weekly or Monthly),Family/Friends/Informal Groups,Yes,"Personalized investment advice, Budgeting and expense tracking, Integration with my existing financial accounts","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Very comfortable,Data privacy and security,Time saving,No
2/25/2025 19:57,Nairobi,25-40 years,Self-Employed,Salary/Wages,"50,001-100,000",No,4,Investment opportunities,"Limited access to financial advisors, High cost of advisory services",Frequently (Weekly or Monthly),Investment Firms,Yes,Budgeting and expense tracking,Easy-to-use and intuitive interface,Very comfortable,Data privacy and security,Non automated responses ,None
2/28/2025 18:14,Nairobi,25-40 years,Self-Employed,Family Support,"20,000-50,000",Yes,3,Retirement planning,Limited access to financial advisors,Frequently (Weekly or Monthly),"Banks/Financial Institutions, Insurance Companies, Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Availability of expert human support if needed",Very comfortable,Trust in automated financial advice,Money lending services geared towards achieving specific goal.,"This is a great survey, I'm optimistic it will be helpful in developing on the development of the financial advice bot "
3/1/2025 23:08,KAKAMEGA ,41-60 years,Student,Salary/Wages,"100,001 and above",No,3,"Retirement planning, Investment opportunities",Lack of financial knowledge,Frequently (Weekly or Monthly),"Banks/Financial Institutions, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms",Yes,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts","Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface",Somewhat Comfortable,Data privacy and security,I would love links to job opportunities for extra cash ,No
2/27/2025 21:14,Murang'a ,25-40 years,Employed (Part-time),Salary/Wages,"20,000-50,000",Yes,4,"Buying a home, Retirement planning, Investment opportunities, Managing debt",Limited access to financial advisors,Rarely (Only when needed),"Mobile Money Services (e.g., M-Pesa), Family/Friends/Informal Groups",No,"Personalized investment advice, Budgeting and expense tracking, Real-time financial tips, Multilingual support, Integration with my existing financial accounts",Accurate and reliable financial advice,Very comfortable,Data privacy and security,Livestock farming business,"If this is something that's getting done, I'd love to try out the beta phase of this project"
3/4/2025 11:56,Nairobi,41-60 years,Student,Salary/Wages,Prefer not to say,No,4,Investment opportunities,"Limited access to financial advisors, High cost of advisory services",Frequently (Weekly or Monthly),None,Yes,"Personalized investment advice, Budgeting and expense tracking, Multilingual support, Integration with my existing financial accounts",Accurate and reliable financial advice,Very comfortable,Data privacy and security,Capability of creating reminders,How to track financial investments from the descision made from the chatbot
3/2/2025 18:25,Kisumu,25-40 years,Employed (Full-time),Salary/Wages,"50,001-100,000",No,5,Investment opportunities,Lack of trust in financial advisors,Rarely (Only when needed),None,Yes,Budgeting and expense tracking,Accurate and reliable financial advice,Somewhat Comfortable,Ease of understanding responses,Follow up on the efficiency of the advice give ,No.
2/25/2025 15:19,Nairobi,25-40 years,Employed (Full-time),Salary/Wages,"50,001-100,000",No,3,"Saving for education, Buying a home, Retirement planning, Investment opportunities",Lack of financial knowledge,Frequently (Weekly or Monthly),"Banks/Financial Institutions, Family/Friends/Informal Groups",No,Real-time financial tips,"Accurate and reliable financial advice, Easy-to-use and intuitive interface",Somewhat Comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Nothing for now,Financial  investment 
2/28/2025 22:22,Nairobi,25-40 years,Employed (Full-time),Family Support,"50,001-100,000",No,3,Saving for education,Limited access to financial advisors,Never,None,Yes,Personalized investment advice,"Strong data privacy and security policies, Accurate and reliable financial advice, Easy-to-use and intuitive interface, Availability of expert human support if needed",Very comfortable,"Accuracy of information, Data privacy and security, Ease of understanding responses, Trust in automated financial advice",Support on financial issues ,They should give examples 
2/27/2025 20:25,Vihiga,25-40 years,Employed (Full-time),Family Support,"100,001 and above",Yes,3,Investment opportunities,Limited access to financial advisors,Rarely (Only when needed),"Banks/Financial Institutions, Insurance Companies, Investment Firms, Mobile Money Services (e.g., M-Pesa), Online Financial Platforms, Family/Friends/Informal Groups",Yes,"Personalized investment advice, Budgeting and expense tracking","Strong data privacy and security policies, Accurate and reliable financial advice",Very comfortable,Data privacy and security,"1.	Personalized Financial Planning: 
Ability to create tailored financial plans based on individual user profiles, goals, risk tolerance, and financial situations.
Integration with user financial accounts to provide real-time insights and personalized advice.
2.	Comprehensive Investment Guidance:
In-depth analysis of various investment options, including stocks, bonds, mutual funds, and ETFs, with market trends and performance data.
Suggestions for asset allocation based on personal risk assessment and financial objectives.
3.	Goal-Based Financial Analytics:
Features that allow users to set specific financial goals (e.g., retirement, education savings, home purchase) and track their progress over time.
Visual tools, such as charts and graphs, to help illustrate progress toward these goals.

4.	Tax Optimization Strategies:
Advice on tax-efficient investment strategies and tax-saving options, including contributions to retirement accounts and tax credits.
Alerts for tax deadlines and reminders for necessary documentation.

5.	Education and Resources:
Access to informative articles, tutorials, and videos covering a wide range of financial topics, from budgeting to investing and retirement planning.
Interactive quizzes or assessments that help users learn more about their financial literacy.



6.	AI-Powered Market Analysis:
Real-time market analysis and forecasts driven by AI algorithms, helping users make informed investment decisions.
Alerts for significant market events or trends that might impact user portfolios.

7.	Integration with Financial Tools:
Seamless integration with budgeting apps, retirement planners, and other financial management tools.
Compatibility with various financial institutions for easy data sharing and updates.

8.	Regulatory and Compliance Updates:
Regular updates on changes in regulations, fiscal policies, tax administration laws, and any impacts they may have on personal finance and investment strategies.
Alerts for critical changes that users need to be aware of for their financial planning.

9.	Mental Wellness Integration:
Support for financial wellness and stress management, offering resources and advice on the emotional aspects of financial decision-making.
Modules on the relationship between mental well-being and personal finance, including coping strategies for financial stress.

10.	User Feedback Mechanism:
A system for users to provide feedback on chatbot responses to improve the quality and relevance of future interactions.
Ability for users to rate responses and suggest topics of interest.
",Good feedback and advisory on improvement 
2/25/2025 18:47,Nairobi,18-24 years,Employed (Full-time),Salary/Wages,"100,001 and above",Yes,4,Investment opportunities,Lack of financial knowledge,Frequently (Weekly or Monthly),"Mobile Money Services (e.g., M-Pesa)",Yes,"Personalized investment advice, Budgeting and expense tracking",Easy-to-use and intuitive interface,Very comfortable,Data privacy and security,None,None
2/28/2025 12:39,Uganda,25-40 years,Employed (Full-time),Family Support,"100,001 and above",No,3,Investment opportunities,"Lack of financial knowledge, Limited access to financial advisors",Rarely (Only when needed),Banks/Financial Institutions,No,Real-time financial tips,Availability of expert human support if needed,Somewhat Comfortable,Data privacy and security,Money lending services geared towards achieving specific goal.,Financial knowledge and information is most welcome 
2/25/2025 16:00,Vihiga,41-60 years,Employed (Full-time),Salary/Wages,"20,000-50,000",No,3,Investment opportunities,Lack of financial knowledge,Rarely (Only when needed),None,Yes,Budgeting and expense tracking,"Strong data privacy and security policies, Accurate and reliable financial advice, Availability of expert human support if needed",Not comfortable,Ease of understanding responses,"Foreign investments,Risk analysis and Analysis of available financing options ",Good feedback and advisory on improvement 
