Timestamp,Location,Age Group,Employment Status,  What is your primary source of income?  ,Monthly Income Range (KES),Access to Financial Advisory Services,Financial Literacy Level,Primary Financial Goals,Financial Challenges,Frequency of Seeking Financial Advice,Which financial advisory services have you used before?  ,Interest in AI-powered Chatbot,Preferred Chatbot Features,Trust Factors for Chatbots,Comfort with Digital Financial Planning,What concerns would you have about using a financial chatbot?  ,Additional Features Requested,Other Comments,Literacy Category,Income Ordinal,Income Category,Adoption Potential,User Segment
2/25/2025 16:00,Vihiga,41-60 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",No,3,Investment Opportunities,Lack Of Financial Knowledge,Rarely (Only When Needed),Unknown,Yes,Budgeting And Expense Tracking,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Availability Of Expert Human Support If Needed",Not Comfortable,Ease Of Understanding Responses,"Foreign Investments,Risk Analysis And Analysis Of Available Financing Options",Good Feedback And Advisory On Improvement,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/27/2025 15:09,Vihiga,41-60 Years,Unemployed,Salary/Wages,"100,001 And Above",No,3,Investment Opportunities,Lack Of Financial Knowledge,Never,"Insurance Companies, Investment Firms",Yes,Ok,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Very Comfortable,Data Privacy And Security,Unknown,Non,Medium,100,Low,Neutral,Medium Literacy - Low Income
2/27/2025 18:51,Nairobi,25-40 Years,Self-Employed,Salary/Wages,"50,001-100,000",No,4,Investment Opportunities,Lack Of Trust In Financial Advisors,Rarely (Only When Needed),"Insurance Companies, Family/Friends/Informal Groups",Yes,Personalized Investment Advice,"Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Very Comfortable,"Accuracy Of Information, Data Privacy And Security, Trust In Automated Financial Advice",Nine,Reduce Costs On Ai Related Apps,High,50,Low,Neutral,High Literacy - Low Income
3/1/2025 20:35,Nairobi,25-40 Years,Self-Employed,Family Support,Prefer Not To Say,No,3,Investment Opportunities,"Lack Of Financial Knowledge, Limited Access To Financial Advisors, High Cost Of Advisory Services, Lack Of Trust In Financial Advisors",Rarely (Only When Needed),"Banks/Financial Institutions, Insurance Companies, Mobile Money Services (E.G., M-Pesa), Family/Friends/Informal Groups",Yes,Real-Time Financial Tips,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice",Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security",Financial Adv,Good Customer Service,Medium,0,,Neutral,Medium Literacy - nan Income
2/25/2025 14:48,Kisumu,18-24 Years,Employed (Full-Time),Family Support,"50,001-100,000",Yes,3,Investment Opportunities,Lack Of Trust In Financial Advisors,Rarely (Only When Needed),"Mobile Money Services (E.G., M-Pesa)",Yes,Personalized Investment Advice,"Strong Data Privacy And Security Policies, Easy-To-Use And Intuitive Interface",Somewhat Comfortable,Data Privacy And Security,A Link To A Human Financial Advisor Interaction.,None,Medium,50,Low,Neutral,Medium Literacy - Low Income
2/25/2025 10:18,United Kingdom,25-40 Years,Employed (Full-Time),Family Support,"20,000-50,000",Yes,5,"Buying A Home, Retirement Planning, Investment Opportunities",Lack Of Trust In Financial Advisors,Rarely (Only When Needed),"Banks/Financial Institutions, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Real-Time Financial Tips, Integration With My Existing Financial Accounts",Availability Of Expert Human Support If Needed,Very Comfortable,Accuracy Of Information,Data Security,Unknown,High,20,Low,Neutral,High Literacy - Low Income
2/25/2025 14:48,Nairobi,25-40 Years,Self-Employed,Salary/Wages,"Less Than 20,000",No,3,Investment Opportunities,High Cost Of Living,Rarely (Only When Needed),Banks/Financial Institutions,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Integration With My Existing Financial Accounts","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Availability Of Expert Human Support If Needed",Very Comfortable,Data Privacy And Security,Open,No,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/25/2025 17:40,Kisumu,25-40 Years,Employed (Full-Time),Salary/Wages,"Less Than 20,000",No,3,"Saving For Education, Buying A Home, Retirement Planning, Investment Opportunities, Managing Debt",Limited Access To Financial Advisors,Never,"Insurance Companies, Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Integration With My Existing Financial Accounts",Strong Data Privacy And Security Policies,Very Comfortable,"Accuracy Of Information, Data Privacy And Security, Trust In Automated Financial Advice",Nothing For Now,Its Trusted,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/28/2025 12:27,Nairobi,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",No,3,Investment Opportunities,Limited Access To Financial Advisors,Rarely (Only When Needed),Online Financial Platforms,Yes,Budgeting And Expense Tracking,Strong Data Privacy And Security Policies,Very Comfortable,Data Privacy And Security,Open Ended,Easy To Access,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/28/2025 12:39,Kisumu,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",Yes,3,Investment Opportunities,Lack Of Financial Knowledge,Frequently (Weekly Or Monthly),"Mobile Money Services (E.G., M-Pesa), Family/Friends/Informal Groups",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts,","Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Somewhat Comfortable,Data Privacy And Security,Money Lending Services Geared Towards Achieving Specific Goal.,Thanks,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/28/2025 16:17,Kakamega,18-24 Years,Unemployed,Salary/Wages,"Less Than 20,000",Yes,3,"Saving For Education, Investment Opportunities",Limited Access To Financial Advisors,Rarely (Only When Needed),"Insurance Companies, Online Financial Platforms",Yes,Budgeting And Expense Tracking,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface, Availability Of Expert Human Support If Needed",Somewhat Comfortable,"Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",How To Improve Financially,I Loved The Approach,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/28/2025 6:13,Kakamega,41-60 Years,Unemployed,Business/Entrepreneurship,"100,001 And Above",Yes,2,Investment Opportunities,The Discipline To Practice The Financial Knowledge,Rarely (Only When Needed),"Online Financial Platforms, Family/Friends/Informal Groups",Yes,Budgeting And Expense Tracking,Availability Of Expert Human Support If Needed,Somewhat Comfortable,Accuracy Of Information,Follow Up On The Efficiency Of The Advice Give,Easy To Access,Low,100,Low,Neutral,Low Literacy - Low Income
3/5/2025 10:35,Nairobi,25-40 Years,Employed (Part-Time),Salary/Wages,Prefer Not To Say,Yes,4,Farming,Lack Of Trust In Financial Advisors,Rarely (Only When Needed),Insurance Companies,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts","Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Very Comfortable,"Accuracy Of Information, Data Privacy And Security",Financial Adv,Financial  Investment,High,0,,Neutral,High Literacy - nan Income
2/27/2025 20:08,Malaba,25-40 Years,Employed (Part-Time),Salary/Wages,"20,000-50,000",Yes,1,Investment Opportunities,Cost Of Living,Rarely (Only When Needed),Family/Friends/Informal Groups,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts",Strong Data Privacy And Security Policies,Very Comfortable,Accuracy Of Information,Timely Financial Prompts When Investment Opportunities Are Available.,Thanks,Low,20,Low,Neutral,Low Literacy - Low Income
2/27/2025 14:03,Nairobi,25-40 Years,Self-Employed,Salary/Wages,"100,001 And Above",No,1,Investment Opportunities,Lack Of Financial Knowledge,Rarely (Only When Needed),Banks/Financial Institutions,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Integration With My Existing Financial Accounts",Strong Data Privacy And Security Policies,Somewhat Comfortable,"Ease Of Understanding Responses, Trust In Automated Financial Advice",Time Saving,How Is Data Privacy Important And Plans To Achieve It,Low,100,Low,Neutral,Low Literacy - Low Income
2/25/2025 20:29,Vihiga,25-40 Years,Employed (Part-Time),Salary/Wages,"20,000-50,000",Yes,5,Investment Opportunities,Lack Of Financial Knowledge,Rarely (Only When Needed),"Banks/Financial Institutions, Family/Friends/Informal Groups",Yes,Budgeting And Expense Tracking,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Availability Of Expert Human Support If Needed",Somewhat Comfortable,"Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",Nothing Complicated Just The Basics.,An Advisory Chatbot Would Come In Handy In Contemporary Finance,High,20,Low,Neutral,High Literacy - Low Income
3/1/2025 11:07,Nairobi,41-60 Years,Unemployed,Family Support,"Less Than 20,000",Yes,5,Managing Debt,"Limited Access To Financial Advisors, High Cost Of Advisory Services, Lack Of Trust In Financial Advisors",Rarely (Only When Needed),"Banks/Financial Institutions, Insurance Companies, Mobile Money Services (E.G., M-Pesa), Family/Friends/Informal Groups",Yes,Real-Time Financial Tips,Strong Data Privacy And Security Policies,Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security, Trust In Automated Financial Advice",Forecasting,None,High,20,Low,Neutral,High Literacy - Low Income
2/28/2025 22:40,Vihiga,41-60 Years,Employed (Full-Time),Family Support,"100,001 And Above",No,5,Investment Opportunities,Lack Of Trust In Financial Advisors,Rarely (Only When Needed),Banks/Financial Institutions,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips",Accurate And Reliable Financial Advice,Not Comfortable,"Accuracy Of Information, Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",Alternative Method Of How I Should Be Breaking Down My Monthly Budget,This Is A Good Idea,High,100,Low,Neutral,High Literacy - Low Income
2/28/2025 18:23,Murang'A,41-60 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",Yes,4,"Saving For Education, Retirement Planning, Investment Opportunities","Lack Of Financial Knowledge, Limited Access To Financial Advisors",Frequently (Weekly Or Monthly),Banks/Financial Institutions,Yes,"Personalized Investment Advice, Budgeting And Expense Tracking",Strong Data Privacy And Security Policies,Somewhat Comfortable,"Accuracy Of Information, Data Privacy And Security, Ease Of Understanding Responses, Trust In Automated Financial Advice",Financial Adv,They Should Give Examples,High,20,Low,Neutral,High Literacy - Low Income
2/28/2025 21:29,Nairobi,25-40 Years,Employed (Part-Time),Commission,"20,000-50,000",Yes,4,Investment Opportunities,Lack Of Financial Knowledge,Rarely (Only When Needed),"Banks/Financial Institutions, Mobile Money Services (E.G., M-Pesa), Online Financial Platforms",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts","Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Very Comfortable,Trust In Automated Financial Advice,Nothing Complicated Just The Basics.,Financial  Investment,High,20,Low,Neutral,High Literacy - Low Income
2/28/2025 12:14,Kakamega,18-24 Years,Employed (Full-Time),Family Support,"Less Than 20,000",No,4,"Buying A Home, Investment Opportunities","Lack Of Financial Knowledge, Limited Access To Financial Advisors",Rarely (Only When Needed),"Insurance Companies, Mobile Money Services (E.G., M-Pesa)",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts",Strong Data Privacy And Security Policies,Very Comfortable,Data Privacy And Security,Open Ended,How Is Data Privacy Important And Plans To Achieve It,High,20,Low,Neutral,High Literacy - Low Income
2/25/2025 15:55,Nairobi,41-60 Years,Employed (Full-Time),Family Support,"100,001 And Above",No,4,Investment Opportunities,High Cost Of Advisory Services,Frequently (Weekly Or Monthly),"Banks/Financial Institutions, Investment Firms, Mobile Money Services (E.G., M-Pesa)",Yes,"Personalized Investment Advice, Budgeting And Expense Tracking, Real-Time Financial Tips, Multilingual Support, Integration With My Existing Financial Accounts",Strong Data Privacy And Security Policies,Somewhat Comfortable,Data Privacy And Security,Direct Financial Support And Available Opportunities,Non At The Moment,High,100,Low,Neutral,High Literacy - Low Income
2/27/2025 14:57,Kakamega,25-40 Years,Employed (Full-Time),Salary/Wages,"20,000-50,000",Yes,1,"Saving For Education, Buying A Home, Investment Opportunities","Lack Of Financial Knowledge, Limited Access To Financial Advisors, High Cost Of Advisory Services",Rarely (Only When Needed),Banks/Financial Institutions,Yes,Personalized Investment Advice,Availability Of Expert Human Support If Needed,Very Comfortable,Ease Of Understanding Responses,Support On Financial Issues,Good Customer Service,Low,20,Low,Neutral,Low Literacy - Low Income
2/27/2025 14:06,Nairobi,18-24 Years,Employed (Full-Time),Business/Entrepreneurship,"20,000-50,000",No,3,Investment Opportunities,High Cost Of Advisory Services,Frequently (Weekly Or Monthly),"Banks/Financial Institutions, Mobile Money Services (E.G., M-Pesa)",Yes,Personalized Investment Advice,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice",Very Comfortable,Ease Of Understanding Responses,Relevant Information And Knowledge,No,Medium,20,Low,Neutral,Medium Literacy - Low Income
2/25/2025 18:44,Mombasa,25-40 Years,Student,Salary/Wages,"100,001 And Above",Yes,4,Investment Opportunities,High Cost Of Advisory Services,Rarely (Only When Needed),"Mobile Money Services (E.G., M-Pesa), Online Financial Platforms",Yes,Budgeting And Expense Tracking,"Strong Data Privacy And Security Policies, Accurate And Reliable Financial Advice, Easy-To-Use And Intuitive Interface",Very Comfortable,Accuracy Of Information,Evidence Based Recommendations,Non At The Moment,High,100,Low,Neutral,High Literacy - Low Income
